step_number;time_stamp;limb_initial;limb_final;step_width;step_length;step_time;target_error;message
321;254.53666709238;R;L;0.19027074993805;0.46928113947147;0.80999999999926;-1;free
322;255.37333375905;L;R;0.21011856798244;0.44701388359286;0.75333333333265;-1;free
323;256.11666709238;R;L;0.19829163994293;0.52813396415955;0.85333333333256;-1;free
324;256.91000042572;L;R;0.1840787803093;0.37249661359984;0.68666666666604;-1;Pert: fw (L)
325;257.82971496944;R;L;0.20035308241527;0.71421455507515;0.82666666666591;-1;action
326;258.61347865798;L;R;0.23333836408951;0.37298310501862;0.90014489893093;0.034030239315221;target hit
327;259.39681199131;R;L;0.21482302426144;0.48810372429131;0.82666666666591;-1;free
328;260.13681199131;L;R;0.16929089024494;0.43764249105666;0.74333333333266;-1;free
329;260.89347865798;R;L;0.19895190943828;0.46484026651594;0.73999999999933;-1;free
330;261.70347865798;L;R;0.18841969354641;0.44305892915946;0.7699999999993;-1;free
331;262.51347865798;R;L;0.17081298532401;0.47507668256988;0.79666666666594;-1;free
332;263.35014532464;L;R;0.15899971094433;0.50980149059535;0.83666666666591;-1;free
333;264.1337540838;R;L;0.1760865234131;0.46797929964298;0.80999999999926;-1;free
334;264.94238486228;L;R;0.16895092871074;0.50288424080255;0.83690668103048;-1;free
335;265.77921747961;R;L;0.19439728424576;0.42078036604496;0.78216547394311;-1;free
336;266.75255081295;L;R;0.20919706699065;0.50804746427777;0.83999999999924;-1;Pert: iw (L)
337;267.47921747961;R;L;0.4498492337842;0.58967975302028;0.99666666666576;-1;action
338;268.29163047062;L;R;0.47082447530924;0.46894812069137;0.68999999999937;0.0061206287570493;target hit
339;269.12829713728;R;L;0.2133649544694;0.48475972917175;0.80907965767085;-1;free
340;269.93971092179;L;R;0.19656280363247;0.43830149749692;0.83686812740399;-1;free
341;270.73406696054;R;L;0.19477078296555;0.45848047168626;0.82223502918254;-1;free
342;271.70545494402;L;R;0.1961226003431;0.51905679216947;0.82472131681925;-1;free
343;272.54368812773;R;L;0.21082246967035;0.51621759148211;0.97156651703932;-1;free
344;273.5010501619;L;R;0.23736186046976;0.51443664589168;0.83666666666591;-1;free
345;274.35482420233;R;L;0.19845172624915;0.65648415798809;0.96062482808941;-1;free
346;275.231490869;L;R;0.16530117222585;0.5281385766955;0.85051124651278;-1;Pert: fwow (L)
347;276.06833138536;R;L;0.0052451421738226;0.63439990520717;0.83666666666591;-1;action
348;276.84833138536;L;R;-0.14975397511785;0.48200845897319;0.78350718303284;0.04635314925924;target hit
349;277.64833138536;R;L;0.13417666712085;0.40067758436431;0.79666666666594;-1;free
350;278.58041298418;L;R;0.29218029047149;0.47118403657773;0.88874826548169;-1;free
351;279.44226833196;R;L;0.17838424147061;0.51275756378437;0.91999999999916;-1;free
352;280.33226833196;L;R;0.17734429653754;0.56341882886557;0.8885220144486;-1;free
353;281.17226833196;R;L;0.18322365257579;0.51874884901294;0.86333333333255;-1;free
354;282.07310273978;L;R;0.18611195467379;0.47143420887234;0.83999999999924;-1;free
355;282.89976940645;R;L;0.1805990409702;0.54611222497393;0.86416774115753;-1;free
356;283.77750521221;L;R;0.17322200211689;0.5035799696947;0.86333333333255;-1;free
357;284.64083854554;R;L;0.18133787827835;0.51066968981006;0.83773580576479;-1;free
358;285.47750521221;L;R;0.15625181789058;0.5452729791669;0.96999999999912;-1;Pert: ow (L)
359;286.15083854554;R;L;-0.057758155197639;0.45101132259562;0.67333333333272;-1;action
360;286.65083854554;L;R;-0.1861438307456;0.43694453792751;0.62333333333277;0.065266134541158;target hit
361;287.32750521221;R;L;0.22292369970152;0.24923893251566;0.51333333333287;-1;free
362;288.13750521221;L;R;0.38647117539263;0.56047091694114;0.82333333333258;-1;free
363;288.92083854554;R;L;0.21699702592412;0.39186538152904;0.72999999999934;-1;free
364;289.73083854554;L;R;0.23201067965702;0.52046592684039;0.86333333333255;-1;free
365;290.5375052122;R;L;0.21939634357944;0.42429104585867;0.76666666666597;-1;free
366;291.33722358835;L;R;0.20813961354443;0.50619163961644;0.81333333333259;-1;free
367;292.22722358835;R;L;0.18876379048433;0.48871906069928;0.80971837614226;-1;Pert: iw (R)
368;292.9308713202;L;R;0.46514871138745;0.5885375489262;0.94333333333248;-1;action
369;293.67139747351;R;L;0.4880018674554;0.37432432293697;0.61031439852053;0.0049212025604644;target hit
370;294.46806414017;L;R;0.2273494619343;0.40854461092021;0.71385948663988;-1;free
371;295.23806414017;R;L;0.18851401988577;0.483774735167;0.82333333333258;-1;free
372;296.00529512313;L;R;0.16380312315756;0.4539337790512;0.79666666666594;-1;free
373;296.73493485697;R;L;0.17892991604465;0.49147497245352;0.78389764962617;-1;free
374;297.54493485697;L;R;0.19320233230221;0.47876155541691;0.72630640050613;-1;free
375;298.12493485697;R;L;0.20268967164247;0.46843007955792;0.83999999999924;-1;free
