step_number;time_stamp;limb_initial;limb_final;step_width;step_length;step_time;target_error;message
24;19.458345032063;R;L;0.17451175068465;0.39525196571327;0.70333333333269;-1;free
25;20.201678365396;L;R;0.17674907823727;0.43194659671758;0.7699999999993;-1;free
26;20.918345032062;R;L;0.16396525086608;0.47346361627554;0.73999999999933;-1;free
27;21.645011698728;L;R;0.17856719895947;0.50542278966879;0.75666666666598;-1;free
28;22.401678365394;R;L;0.19265208384172;0.40130122137046;0.71333333333268;-1;free
29;23.11834503206;L;R;0.18879201677357;0.44331410226798;0.73333333333267;-1;free
30;23.790908564428;R;L;0.17922916547391;0.42688191671346;0.76666666666597;-1;free
31;24.536827397781;L;R;0.19242458378572;0.40957024012588;0.66256353236849;-1;free
32;25.317818135411;R;L;0.19827864803196;0.4286010537673;0.74139309685222;-1;free
33;26.00781813541;L;R;0.17923262037389;0.46694185126004;0.74218314079712;-1;free
34;26.721151468743;R;L;0.16538385697158;0.42936832027412;0.70333333333269;-1;free
35;27.436227705114;L;R;0.16897956438667;0.46942998180364;0.75333333333265;-1;free
36;28.236227705113;R;L;0.18205418083823;0.39466431720468;0.66507623637051;-1;free
37;28.951805040909;L;R;0.18609327984029;0.47573756265613;0.82333333333258;-1;free
38;29.665138374241;R;L;0.15707838167828;0.4616491734275;0.70224400246263;-1;free
39;30.368471707574;L;R;0.16716108977793;0.40598676977133;0.72666666666601;-1;free
40;31.178471707573;R;L;0.18482971229522;0.4558743846891;0.70333333333269;-1;free
41;31.921805040906;L;R;0.18651337421769;0.48925871057482;0.84999999999923;-1;free
42;32.635138374239;R;L;0.17581806337084;0.42920113420464;0.68999999999937;-1;free
43;33.418471707571;L;R;0.17249088431144;0.42342979326224;0.72666666666601;-1;free
44;34.160979275461;R;L;0.17814987558765;0.46622350845773;0.78250756788952;-1;free
45;34.89097927546;L;R;0.16318744284357;0.42440302028632;0.71666666666601;-1;free
46;35.63097927546;R;L;0.1754491889513;0.45296554174399;0.74333333333266;-1;free
47;36.334312608792;L;R;0.17246833714073;0.43314380769705;0.74333333333266;-1;free
48;37.104312608792;R;L;0.1788410425765;0.43097094287849;0.71333333333268;-1;free
49;37.887058687275;L;R;0.18336367400986;0.49902343234989;0.79666666666594;-1;free
50;38.590527340389;R;L;0.17886793254585;0.45472459878489;0.71607941181708;-1;free
51;39.330527340389;L;R;0.18955148157155;0.41625849041444;0.73013531978074;-1;free
52;40.060636602199;R;L;0.18758335081038;0.41772402752638;0.74010926181052;-1;free
53;40.763969935532;L;R;0.17415009048391;0.44435316467261;0.72999999999934;-1;free
54;41.490636602198;R;L;0.1833450736653;0.46828689975715;0.71666666666601;-1;free
55;42.15436043057;L;R;0.18475508658933;0.37745645316631;0.67372382837164;-1;free
56;42.947693763902;R;L;0.18526319331011;0.42625287084556;0.70333333333269;-1;Pert: fw (R)
57;43.894360430568;L;R;0.19336778880899;0.78009721612901;0.88999999999919;-1;action
58;44.570119512246;R;L;0.23258394669808;0.23473090438817;0.7699999999993;0.028565514579282;target hit
59;45.256786178912;L;R;0.23943498735554;0.43957271661573;0.74242574834489;-1;free
60;46.013452845578;R;L;0.20703042721928;0.4079387953756;0.68666666666604;-1;free
61;46.728865620689;L;R;0.19332378692452;0.43510897293065;0.7699999999993;-1;free
62;47.458865620688;R;L;0.19191786932968;0.41261287683924;0.71541277511028;-1;free
63;48.202198954021;L;R;0.17823454719338;0.4328819529531;0.72999999999934;-1;free
64;48.915532287353;R;L;0.18447183551974;0.4291715305326;0.70333333333269;-1;free
65;49.632198954019;L;R;0.17409557379548;0.47322534561132;0.75333333333265;-1;free
66;50.322198954019;R;L;0.17451408595765;0.41205018682456;0.72999999999934;-1;Pert: fwow (R)
67;50.618865620685;L;R;0.047815809849334;0.65224917507149;0.67666666666605;-1;action
68;51.158865620685;R;L;-0.16216607064162;-0.17522001848221;0.016666666666652;0.0081042684960076;target hit
69;52.522198954017;L;L;0.2795301891277;0.39937823924975;1.2899999999988;-1;free
70;53.222198954016;L;R;0.30083898344034;0.92863559093446;0.89333333333252;-1;free
71;54.005532287349;R;L;0.26620825699556;0.35673331651665;0.67333333333272;-1;free
72;54.722198954015;L;R;0.22552107455152;0.46318429422352;0.79666666666594;-1;free
73;55.38416704806;R;L;0.19964462300971;0.46740082616729;0.74333333333266;-1;free
74;56.110833714726;L;R;0.20955891407103;0.39296422654016;0.64863476071218;-1;free
75;56.827500381392;R;L;0.22408704460078;0.43608436765565;0.75333333333265;-1;free
76;57.570833714725;L;R;0.21764639109763;0.44366378288173;0.68999999999937;-1;free
77;58.300833714724;R;L;0.23571654289933;0.39547923669715;0.71666666666601;-1;free
78;58.934167048057;L;R;0.20733548717935;0.41764580507177;0.72666666666601;-1;free
79;59.730833714723;R;L;0.2228365214072;0.42681330556779;0.64999999999941;-1;Pert: fwiw (R)
80;60.540833714722;L;R;0.45326998332438;0.67988106899146;0.82333333333258;-1;action
81;61.240833714721;R;L;0.48815733879935;0.2833430585851;0.72999999999934;0.0051656153163452;target hit
82;61.957500381387;L;R;0.29599696299782;0.45845805339706;0.76666666666597;-1;free
83;62.66083371472;R;L;0.19914032606953;0.35707804326915;0.68999999999937;-1;free
84;63.40164688876;L;R;0.17359107345627;0.46122733402148;0.74333333333266;-1;free
85;64.118313555426;R;L;0.19576092584401;0.46331512038071;0.72747984070611;-1;free
86;64.87448154329;L;R;0.18341569073379;0.44019210426846;0.7295013211982;-1;free
87;65.549732108174;R;L;0.18371507919431;0.36417272100352;0.68999999999937;-1;free
88;66.42639877484;L;R;0.20734168910786;0.43945144442871;0.71191723155005;-1;Pert: iw (L)
89;67.116398774839;R;L;0.43763156404878;0.59577038240298;0.95999999999913;-1;action
90;67.856398774838;L;R;0.44753693726946;0.42903505048667;0.60666666666611;0.0010592708083397;target hit
91;68.613065441504;R;L;0.22663515160882;0.35346960697072;0.72999999999934;-1;free
92;69.329435633457;L;R;0.18379441631543;0.47455639083771;0.79660549780488;-1;free
93;70.029435633457;R;L;0.18244930492937;0.40212299123519;0.67309802748048;-1;free
94;70.746102300123;L;R;0.19650261123381;0.45091077737704;0.74333333333266;-1;free
95;71.432768966789;R;L;0.1929490520532;0.41017517595195;0.68999999999937;-1;free
96;72.176102300121;L;R;0.20919348680721;0.41450859880349;0.70333333333269;-1;free
97;72.890368479973;R;L;0.21657199830406;0.42148544444938;0.71333333333268;-1;free
98;73.610368479972;L;R;0.19881725546616;0.44760496843522;0.77093284651846;-1;free
99;74.294984746658;R;L;0.18987044983861;0.42101772248567;0.67461626668569;-1;free
100;75.149886227847;L;R;0.21545833549003;0.45295706588999;0.70156814785526;-1;Pert: fwiw (L)
101;75.983219561179;R;L;0.3452164588072;0.7309721547114;0.91666666666583;-1;action
102;76.713219561178;L;R;0.37494160725974;0.34739573659791;0.75666666666598;0.024609791427817;target hit
103;77.496552894511;R;L;0.2352957553517;0.41888208675277;0.7699999999993;-1;free
104;78.213219561177;L;R;0.24341950976579;0.38674474573031;0.74333333333266;-1;free
105;78.913219561176;R;L;0.22634655051361;0.46042879943744;0.73999999999933;-1;free
106;79.643219561176;L;R;0.21674597651778;0.46114678201573;0.72999999999934;-1;free
107;80.356552894508;R;L;0.22774367542047;0.41190631647012;0.70333333333269;-1;free
108;81.12494244216;L;R;0.21219227595513;0.45653305720364;0.71505621431822;-1;free
109;81.854942442159;R;L;0.20095678553078;0.46340411281472;0.80999999999926;-1;free
110;82.651609108825;L;R;0.20306447981631;0.41152889604474;0.67333333333272;-1;free
111;83.381609108825;R;L;0.21002875627868;0.477391142844;0.82666666666591;-1;free
112;84.151297869539;L;R;0.19213355332088;0.40606341667076;0.71333333333268;-1;free
113;84.947964536205;R;L;0.20559004422996;0.46868252627584;0.75635542738098;-1;free
114;85.811297869537;L;R;0.21747776649031;0.48543892059209;0.83666666666591;-1;Pert: fwiw (L)
115;86.647964536203;R;L;0.36403483570748;0.77019705304976;0.8799999999992;-1;action
116;87.457817765633;L;R;0.43184534293844;0.3025178406705;0.73999999999933;0.0018459882289947;target hit
117;88.188572512848;R;L;0.24169828686955;0.41334627145843;0.79651989609636;-1;free
118;88.90190584618;L;R;0.18629286391911;0.45679360674715;0.81075474721467;-1;free
119;89.658572512846;R;L;0.18234495377778;0.43813854131601;0.69999999999936;-1;free
120;90.441905846179;L;R;0.18834591117931;0.44939808473479;0.77333333333263;-1;free
121;91.185239179512;R;L;0.20389210964853;0.49054474143871;0.79333333333261;-1;free
122;91.915239179511;L;R;0.19098956592109;0.44336942186252;0.74333333333266;-1;free
123;92.698572512844;R;L;0.2182152896033;0.44618680257695;0.72999999999934;-1;free
124;93.46523917951;L;R;0.21167704053759;0.42630816345113;0.72666666666601;-1;free
125;94.345239179509;R;L;0.22265202480796;0.4781839450825;0.79999999999927;-1;Pert: iw (R)
126;94.991254313484;L;R;0.48860087609458;0.60117046496697;0.90268180064197;-1;action
127;95.789311225919;R;L;0.54588860507382;0.30495428105141;0.55472357910196;0.016312985975811;target hit
128;96.529311225919;L;R;0.23622589624979;0.46999151658887;0.88999999999919;-1;free
129;97.245977892585;R;L;0.16835550077246;0.43647444534204;0.69999999999936;-1;free
130;98.009311225917;L;R;0.2118225537201;0.45181338596244;0.71666666666601;-1;free
131;98.719311225917;R;L;0.2258522669036;0.47299429407006;0.80999999999926;-1;free
132;99.419311225916;L;R;0.19436715751525;0.37852617292316;0.63333333333276;-1;free
133;100.18931122592;R;L;0.19984643564439;0.44774857158561;0.71666666666601;-1;free
134;100.93277909681;L;R;0.16895569759285;0.45574514085241;0.77013453756194;-1;free
135;101.62145828776;R;L;0.1338320762389;0.43664815187348;0.75666666666598;-1;free
136;102.39002584653;L;R;0.19151637668634;0.41928697423843;0.6620125242863;-1;free
137;103.14601995246;R;L;0.18732489924925;0.48482221201692;0.79637053233546;-1;free
138;103.86268661913;L;R;0.17440052174058;0.38856195314866;0.71485779903003;-1;free
139;104.57935328579;R;L;0.17562195208674;0.51116757182964;0.79666666666594;-1;Pert: ow (R)
140;104.83268661913;L;R;0.0021023914414948;0.51229685258777;0.63333333333276;-1;action
141;105.50703462705;R;R;0.22978893840544;0.015999999999963;0.026666666666642;0.058742690886164;target hit
142;106.60280761238;R;L;0.24965485250814;0.08706337134674;1.0134543265885;-1;free
143;107.33280761238;L;R;0.19694939239529;1.0991342839226;1.0933333333323;-1;free
144;108.00689453619;R;L;0.2164785973439;0.34593842754273;0.64999999999941;-1;free
145;108.76022786952;L;R;0.20994167938849;0.41980621445727;0.71408692380805;-1;free
146;109.46333037321;R;L;0.20500008464367;0.4520407464017;0.74333333333266;-1;free
147;110.1242343249;L;R;0.22970006427655;0.34069600824926;0.64643583702491;-1;free
148;110.88090099156;R;L;0.21827916753029;0.45325030395925;0.70423728501794;-1;free
149;111.63756765823;L;R;0.18271768793946;0.43793707532775;0.76666666666597;-1;Pert: ow (L)
150;112.3542343249;R;L;0.10528947663949;0.48510286579039;0.66333333333273;-1;action
151;112.81090099156;L;R;-0.13975949535405;0.358891751193;0.71333333333268;0.15081091127126;target hit
152;113.42090099156;R;L;0.2023940246977;0.24611715965205;0.4733333333329;-1;free
153;114.18756765823;L;R;0.45744515769515;0.5290399415006;0.72999999999934;-1;free
154;114.92984303019;R;L;0.23547082711691;0.38529638471511;0.6599999999994;-1;free
155;115.69984303019;L;R;0.27423573053658;0.48669063821712;0.8256087052979;-1;free
156;116.36317636352;R;L;0.2327673511846;0.41713528919116;0.73999999999933;-1;free
157;117.10589212306;L;R;0.23513287891576;0.39650506114873;0.62333333333277;-1;free
158;117.86255878972;R;L;0.21409904310545;0.45584201007768;0.76604909286482;-1;free
159;118.56255878972;L;R;0.19479691122513;0.4336884411801;0.77333333333263;-1;free
160;119.39922545639;R;L;0.23374904589079;0.50809546680347;0.73999999999933;-1;free
161;120.06255878972;L;R;0.23984418814721;0.42591770057569;0.78333333333262;-1;free
162;120.78991012025;R;L;0.20982543886417;0.41838743787139;0.70401799719184;-1;free
163;121.58676913499;L;R;0.22938730428778;0.37196565761472;0.67333333333272;-1;Pert: fwiw (L)
164;122.49010246832;R;L;0.38617380833551;0.74176531986959;0.86352568141353;-1;action
165;123.23343580166;L;R;0.41426140738669;0.33695360822561;0.83666666666591;0.018858364299029;target hit
166;123.95010246832;R;L;0.23647043283699;0.46800543699155;0.78333333333262;-1;free
167;124.67676913499;L;R;0.23623993471052;0.34505040140059;0.66333333333273;-1;free
168;125.44762620167;R;L;0.25789950993285;0.46153236236465;0.7699999999993;-1;free
169;126.16429286834;L;R;0.23585584048192;0.4710914869612;0.78085706668298;-1;free
170;126.83925177984;R;L;0.21288394200127;0.45679236073701;0.70162557816946;-1;free
171;127.59591844651;L;R;0.21976729093489;0.37718663196471;0.66333333333273;-1;free
172;128.32591844651;R;L;0.22585256177443;0.45572182502639;0.7699999999993;-1;free
173;128.99925177984;L;R;0.2060750766156;0.40175683832067;0.72666666666601;-1;free
174;129.76925177984;R;L;0.23637194971298;0.4538480595579;0.68999999999937;-1;free
175;130.48258511317;L;R;0.20630082183812;0.4455642139424;0.7699999999993;-1;free
176;131.1459184465;R;L;0.20845825348253;0.4411261626234;0.68666666666604;-1;free
177;132.00925177984;L;R;0.20679857093645;0.37582680320647;0.66333333333273;-1;Pert: fw (L)
178;132.9259184465;R;L;0.1656740266603;0.83719064035287;0.91666666666583;-1;action
179;133.6959184465;L;R;0.21629889048455;0.18875898466004;0.75666666666598;0.045308626444561;target hit
180;134.3859184465;R;L;0.28226178463284;0.57792862930168;0.92999999999915;-1;free
181;135.10258511317;L;R;0.28380787533663;0.36562968225392;0.62333333333277;-1;free
182;135.80235462107;R;L;0.25980092117165;0.44727346305738;0.78333333333262;-1;free
183;136.50439040155;L;R;0.24257733117646;0.41702839979411;0.68847195504998;-1;free
184;137.22105706822;R;L;0.23982821932173;0.43906138410472;0.68666666666604;-1;free
185;137.86772373488;L;R;0.23250577751883;0.40522009601493;0.71666666666601;-1;free
186;138.58321848788;R;L;0.2330503100274;0.38631034040364;0.61999999999944;-1;free
187;139.29988515454;L;R;0.19778895202207;0.4238335848508;0.75549475299385;-1;free
188;140.09655182121;R;L;0.1791307964767;0.46380638160605;0.71666666666601;-1;free
189;140.98655182121;L;R;0.19745080750125;0.40277696514028;0.72999999999934;-1;Pert: iw (L)
190;141.70321848787;R;L;0.43087519546551;0.66220699281551;1.0099999999991;-1;action
191;142.48321848787;L;R;0.43083110140157;0.37543321523581;0.60999999999945;0.0099713307427006;target hit
192;143.26831721149;R;L;0.17605089929217;0.39693629515391;0.82176539028171;-1;free
193;144.03831721149;L;R;0.17007232752097;0.4928492145527;0.80999999999926;-1;free
194;144.88831721149;R;L;0.2026733311188;0.49471877107511;0.78333333333262;-1;free
195;145.68498387815;L;R;0.168854427527;0.45260929517631;0.82333333333258;-1;free
196;146.49498387815;R;L;0.16781459058038;0.50399967803846;0.78333333333262;-1;free
197;147.26498387815;L;R;0.17872839899061;0.48854892415885;0.82333333333258;-1;free
198;148.03498387815;R;L;0.16352698280447;0.48663024692426;0.78333333333262;-1;free
199;148.88498387815;L;R;0.17562226208529;0.46395581426515;0.75666666666598;-1;free
200;149.61165054481;R;L;0.18263772122541;0.5359257987964;0.86333333333255;-1;free
201;150.42165054481;L;R;0.16194461731195;0.42193558006192;0.67333333333272;-1;Pert: ow (L)
202;150.92332978441;R;L;0.041996682247566;0.48020338440345;0.75834590626539;-1;action
203;152.09650545863;L;R;-0.18225115516331;0.54080415935384;0.94333333333248;0.085883109410175;target hit
204;152.78462940992;R;L;-0.24947006099545;0.43272249838187;0.72984234088881;-1;free
205;153.59462940992;L;R;-0.19258731463434;0.47252543392844;0.79479061795496;-1;free
206;154.31160054325;R;R;0.20048325983045;0.40522325540571;0.75697113332899;-1;free
207;155.04160054325;R;L;0.19125487562842;0.47032446594132;0.75666666666598;-1;free
208;155.76826720992;L;R;0.17713394312019;0.41884009609126;0.68999999999937;-1;free
209;156.51160054325;R;L;0.18090365998353;0.48378629045379;0.76666666666597;-1;free
210;157.19889456388;L;R;0.1488012294017;0.42816389387354;0.70396068729235;-1;free
211;157.87556123054;R;L;0.14305146415211;0.4753228629102;0.72999999999934;-1;free
212;158.61556123054;L;R;0.16213983277875;0.36052960338506;0.61999999999944;-1;free
213;159.23889456387;R;L;0.16895610110474;0.47966892413985;0.7699999999993;-1;free
214;160.04889456387;L;R;0.18888210645642;0.3375426360122;0.59333333333279;-1;Pert: fw (L)
215;160.95222789721;R;L;0.1565713788343;0.72581660432695;0.86333333333255;-1;action
216;161.65556123054;L;R;0.19515946467225;0.26692350215797;0.82333333333258;0.038260710854416;target hit
217;162.36889456387;R;L;0.23265757572595;0.48744279060254;0.78333333333262;-1;free
218;163.13917884256;L;R;0.20991395409402;0.42180551214118;0.71666666666601;-1;free
219;163.90917884255;R;L;0.21361673127345;0.43270168436357;0.74028427868507;-1;free
220;164.61251217589;L;R;0.21029016285517;0.44482202920808;0.75666666666598;-1;free
221;165.33917884255;R;L;0.1959999441315;0.43314290313619;0.72999999999934;-1;free
222;166.02808277414;L;R;0.20472951413073;0.44715084829227;0.73999999999933;-1;free
223;166.78474944081;R;L;0.22533533480534;0.4363616891665;0.66223726491933;-1;free
224;167.46141610747;L;R;0.17525166646469;0.40440400504962;0.74333333333266;-1;free
225;168.20221436239;R;L;0.16927677526485;0.44075653337265;0.7012595150286;-1;free
226;168.90565107996;L;R;0.20296096714025;0.44673145391219;0.75854429025344;-1;free
227;169.7162184417;R;L;0.20307570184681;0.45472750872907;0.68833186228062;-1;Pert: fwiw (R)
228;170.4562184417;L;R;0.40973397231469;0.60342417888526;0.82333333333258;-1;action
229;171.1862184417;R;L;0.42752449205669;0.29251532401943;0.68666666666604;0.02137507159602;target hit
230;171.92880827381;L;R;0.23117338870766;0.34997637875804;0.70082692882727;-1;free
231;172.70558856472;R;L;0.19824970553471;0.47139542850854;0.78509623661751;-1;free
232;173.46892189805;L;R;0.16062363486046;0.5322120545306;0.83678029090913;-1;free
233;174.18117476476;R;L;0.16723188185844;0.43555031001438;0.74225286670412;-1;free
234;174.91117476476;L;R;0.20220801455741;0.39497150697614;0.67666666666605;-1;free
235;175.65450809809;R;L;0.20256854260907;0.48310403833283;0.75666666666598;-1;free
236;176.41117476476;L;R;0.15205322688056;0.43809225921529;0.72666666666601;-1;Pert: fwow (L)
237;176.93784143142;R;L;4.4145064313605e-005;0.48130928411385;0.70333333333269;-1;action
238;177.49117476475;L;R;-0.30164118619226;0.38964087161954;0.45666666666625;0.13504795204707;target hit
239;178.12450809809;R;L;0.12248805273139;0.2344375932685;0.60666666666611;-1;free
240;178.84117476475;L;R;0.44576085813193;0.44911058578389;0.72999999999934;-1;free
241;179.51450809809;R;L;0.16853555105953;0.38687329101466;0.68999999999937;-1;free
242;180.34117476475;L;R;0.22899066867093;0.38524789018535;0.68666666666604;-1;free
243;181.08018117225;R;L;0.19835613315283;0.41938359098317;0.83666666666591;-1;free
244;181.86351450558;L;R;0.18505778818739;0.43186668095558;0.73233974083314;-1;free
245;182.52684783892;R;L;0.17871343263742;0.50704252948654;0.76666666666597;-1;free
246;183.29351450558;L;R;0.1641399266084;0.43219926242736;0.66333333333273;-1;Pert: fwow (L)
247;184.03684783892;R;L;0.03264970572837;0.54464807319541;0.71666666666601;-1;action
248;184.56351450558;L;R;-0.094021212255723;0.43350123605627;0.72666666666601;0.09621374399142;target hit
249;185.30684783891;R;L;0.20461329745492;0.2899797739021;0.56666666666615;-1;free
250;186.01018117225;L;R;0.35358322315512;0.42393690490615;0.7699999999993;-1;free
251;186.68351450558;R;L;0.22216670316326;0.42610537223712;0.74333333333266;-1;free
252;187.42684783891;L;R;0.21016113996862;0.43081376209163;0.68999999999937;-1;free
253;188.07351450558;R;L;0.20926384310014;0.41425580854316;0.71333333333268;-1;free
254;188.88684783891;L;R;0.21062058612953;0.37704864663991;0.61999999999944;-1;free
255;189.54684783891;R;L;0.16667479444944;0.49039318504214;0.85333333333256;-1;Pert: fwow (R)
256;190.34351450558;L;L;-0.2027192755302;0.32199999999925;0.53666666666618;0.0058388819185318;target hit
257;191.54475849847;L;R;-0.21309160607322;0.28613702220769;1.0533333333324;-1;free
258;192.27142516514;R;L;-0.18876254847243;1.0311927838847;1.0412439928939;-1;free
259;192.9480918318;L;R;-0.25195824158252;0.36992798347377;0.68666666666604;-1;free
260;193.69142516514;R;R;0.24639208350084;0.41471569805043;0.72999999999934;-1;free
261;194.46013439249;R;L;0.23090282767811;0.42769756304746;0.71537589402305;-1;free
262;195.09346772582;L;R;0.19521057452827;0.42220485982791;0.74333333333266;-1;free
263;195.94680105916;R;L;0.2390356460159;0.43444968795684;0.6599999999994;-1;Pert: iw (R)
264;196.56680105916;L;R;0.53352591499714;0.59885130205024;0.93333333333248;-1;action
265;197.28266157757;R;L;0.54440103832764;0.30055010671548;0.48666666666622;0.0088515275824403;target hit
266;197.9836405136;L;R;0.28310476962123;0.39284256922504;0.76683945444165;-1;free
267;198.6736405136;R;L;0.23990712381425;0.41977133130925;0.72999999999934;-1;free
268;199.42697384693;L;R;0.23224557011364;0.44141199626832;0.64666666666608;-1;free
269;200.13030718026;R;L;0.23031804472887;0.45504775943644;0.79999999999927;-1;free
270;200.87364051359;L;R;0.21734913812861;0.44203803272151;0.68666666666604;-1;free
271;201.63030718026;R;L;0.22025569046379;0.33945922574901;0.68666666666604;-1;Pert: fw (R)
272;202.60030718026;L;R;0.22649752320809;0.77915787496453;0.81333333333259;-1;action
273;203.27364051359;R;L;0.2652871379899;0.33396093435157;0.92999999999915;0.022845057861416;target hit
274;204.07201130307;L;R;0.23748376396447;0.45491075064459;0.74170412281126;-1;free
275;204.72201130307;R;L;0.18367708847871;0.33164582204722;0.68999999999937;-1;free
276;205.50323935473;L;R;0.17205820957611;0.4850427469246;0.74122805166223;-1;free
277;206.16323935473;R;L;0.15964803005985;0.46325715246095;0.75666666666598;-1;free
278;206.97323935473;L;R;0.16202600167136;0.44980837039855;0.6599999999994;-1;free
279;207.6910235303;R;L;0.15169496844092;0.46807455053216;0.80999999999926;-1;free
280;208.44435686363;L;R;0.15143254383218;0.41806096764509;0.70445084223752;-1;free
281;209.18769019697;R;L;0.17718342077048;0.4573770176877;0.75333333333265;-1;free
282;209.8910235303;L;R;0.16325743501137;0.42976435356034;0.75666666666598;-1;free
283;210.5910235303;R;L;0.17541957414581;0.42258690290355;0.68999999999937;-1;free
284;211.40435686363;L;R;0.16006423061288;0.43135346021552;0.71333333333268;-1;Pert: fw (L)
285;212.18435686363;R;L;0.076389023363059;0.74441054782748;0.85333333333256;-1;action
286;212.88769019696;L;R;0.16622780635185;0.15746363944919;0.63333333333276;0.034079009808894;target hit
287;213.58769019696;R;L;0.25019905141587;0.49888592090488;0.84999999999923;-1;free
288;214.3310235303;L;R;0.19565827482774;0.40212515916733;0.64999999999941;-1;free
289;215.07493326693;R;L;0.19544395354182;0.46863127231364;0.76724306996323;-1;free
290;215.80493326692;L;R;0.20925898209428;0.40618800249301;0.70333333333269;-1;free
291;216.53493326692;R;L;0.19026266814098;0.41953321294997;0.73999999999933;-1;free
292;217.26159993359;L;R;0.17294426682041;0.44585174026706;0.75666666666598;-1;free
293;217.94826660026;R;L;0.18089069328872;0.42603904485893;0.66333333333273;-1;free
294;218.81493326692;L;R;0.21139797513142;0.4497039015792;0.7699999999993;-1;Pert: iw (L)
295;219.52826660025;R;L;0.45105114212784;0.53611836958183;0.87666666666587;-1;action
296;220.31159993359;L;R;0.43967830037591;0.41076240120132;0.68999999999937;0.016989194401967;target hit
297;221.00159993359;R;L;0.17917382933981;0.43100122671347;0.76666666666597;-1;free
298;221.77159993359;L;R;0.19833899427586;0.45373563747611;0.71666666666601;-1;free
299;222.54159993359;R;L;0.1982039896506;0.41736499662612;0.74333333333266;-1;free
300;223.25673522161;L;R;0.17316195772585;0.44276540428926;0.7684686213579;-1;free
301;224.01006855494;R;L;0.16669606248756;0.46896239814966;0.72666666666601;-1;free
302;224.76673522161;L;R;0.16923250773653;0.44086038389423;0.75666666666598;-1;free
303;225.49436101842;R;L;0.18156245697919;0.45498058549353;0.75762579681361;-1;free
304;226.25436101842;L;R;0.17031919915062;0.43587164325923;0.72999999999934;-1;free
305;226.96881627619;R;L;0.17891959188556;0.51214699400587;0.78215451524102;-1;Pert: ow (R)
306;228.08881627619;L;L;-0.24003880899006;0.39738044551623;0.66230074252337;0.068165116333734;target hit
307;229.23591945818;L;R;-0.2306222554237;0.3229562105216;1.2966666666655;-1;free
308;229.96591945818;R;L;-0.21053852850582;1.0371070813211;1.0104365153311;-1;free
309;230.70591945818;L;R;-0.19057821487871;0.43655505094737;0.72999999999934;-1;free
310;231.44925279151;R;R;0.19700014766451;0.4212245478651;0.72999999999934;-1;free
311;232.15258612485;R;L;0.22503638932698;0.49333888740755;0.75333333333265;-1;free
312;232.83925279151;L;R;0.19691848799133;0.36418278913688;0.66333333333273;-1;free
313;233.54258612485;R;L;0.20481322494161;0.43157042131637;0.74333333333266;-1;free
314;234.23258612485;L;R;0.18231340455298;0.44027330246172;0.69999999999936;-1;Pert: fwow (L)
315;234.86591945818;R;L;0.054327520061309;0.43573279886416;0.59333333333279;-1;action
316;235.33925279151;L;R;-0.13394141129937;0.40392609491515;0.5833333333328;0.14822086996483;target hit
317;235.93258612484;R;L;0.2036691220041;0.10132304840203;0.40333333333297;-1;free
318;236.67365753666;L;R;0.41116719014401;0.55091658909991;0.81107141181496;-1;free
319;237.34699086999;R;L;0.22132542787298;0.39218688278395;0.68666666666604;-1;free
320;238.05032420332;L;R;0.25864291258301;0.38642853031348;0.66333333333273;-1;free
321;238.72699086999;R;L;0.16857169786223;0.42328501796932;0.72999999999934;-1;free
