step_number;time_stamp;limb_initial;limb_final;step_width;step_length;step_time;target_error;message
60;44.700306953657;R;L;0.4402821441254;0.37659811563477;0.68999999999937;0.026934983295895;target hit
61;45.373640286989;L;R;0.25315708181309;0.47345224160597;0.72918466703402;-1;free
62;46.120306953655;R;L;0.22984649423067;0.46071644137686;0.70333333333269;-1;free
63;46.860306953655;L;R;0.22126263915725;0.49012150417948;0.72666666666601;-1;free
64;47.533640286987;R;L;0.20998119684268;0.53733808972025;0.75666666666598;-1;free
65;48.209437713695;L;R;0.20128148969275;0.50275910036289;0.6624640933743;-1;free
66;48.980425825902;R;L;0.22647164650708;0.43510003686458;0.67432144554004;-1;free
67;49.709095372285;L;R;0.23525325988441;0.53621749736975;0.77200287971721;-1;free
68;50.412428705618;R;L;0.21392731540991;0.49615459203705;0.73999999999933;-1;free
69;51.100742972156;L;R;0.22347505810133;0.49145872482761;0.68831426653799;-1;free
70;51.950742972155;R;L;0.23675655657832;0.52894334599162;0.72666666666601;-1;Pert: fwiw (R)
71;52.677409638821;L;R;0.41690261535282;0.77212422091148;0.86666666666588;-1;action
72;53.38070112751;R;L;0.40916751872668;0.35808966752908;0.64854411958788;0.043151007740017;target hit
73;54.11070112751;L;R;0.24318544202431;0.44403779898799;0.71474736910045;-1;free
74;54.770701127509;R;L;0.22243472304218;0.45076729113246;0.71666666666601;-1;free
75;55.580701127508;L;R;0.22965413677416;0.53422831974015;0.69999999999936;-1;free
76;56.310701127508;R;L;0.23460980364855;0.55676637751243;0.86666666666588;-1;free
77;57.081391294421;L;R;0.20440215836836;0.52165619643515;0.67333333333272;-1;free
78;57.714724627754;R;L;0.21400197539247;0.50912684366556;0.7706901669136;-1;free
79;58.418057961087;L;R;0.212647862835;0.48079601831423;0.61999999999944;-1;free
80;59.091391294419;R;L;0.19445156017686;0.46503151985789;0.71666666666601;-1;Pert: ow (R)
81;59.861391294419;L;R;0.17139703922694;0.53532137613282;0.69999999999936;-1;action
82;60.551391294418;R;L;0.20330167569289;0.48839915920877;0.75666666666598;0.10006496238407;target hit
83;61.251391294417;L;R;0.23503058163022;0.52932116117463;0.68999999999937;-1;free
84;61.95472462775;R;L;0.21769373014177;0.43212562405254;0.68666666666604;-1;free
85;62.668057961083;L;R;0.20402276531892;0.52167503312414;0.70333333333269;-1;free
86;63.411391294415;R;L;0.21277377720731;0.49081361840551;0.71333333333268;-1;free
87;64.128057961081;L;R;0.19679233972379;0.49528954133972;0.72999999999934;-1;free
88;64.814724627748;R;L;0.1965645121585;0.50161682879115;0.71666666666601;-1;free
89;65.51805796108;L;R;0.21400609571071;0.50001231616323;0.71333333333268;-1;free
90;66.261391294413;R;L;0.22310944270689;0.4808605543771;0.67666666666605;-1;free
91;66.93359659535;L;R;0.23077476324986;0.50039476119191;0.72887196760348;-1;free
92;67.596929928682;R;L;0.19660071751066;0.48590235757813;0.68999999999937;-1;Pert: ow (R)
93;67.853596595349;L;L;-0.0042187869546505;0.4433333333332;0.63333333333276;0.072434736836806;target hit
94;68.866929928681;L;R;0.3193116887548;0.16340587088266;0.026666666666642;-1;free
95;69.526929928681;R;L;0.35116843051846;0.79824402872695;1.2666666666655;-1;free
96;70.285226536899;L;R;0.21902573374268;0.49414517811002;0.68829660821859;-1;free
97;70.931893203565;R;L;0.2054815642524;0.45007270485545;0.71666666666601;-1;free
98;71.591558780146;L;R;0.21793126576725;0.46276267017389;0.64966557658056;-1;free
99;72.295531316451;R;L;0.2160652183113;0.46058223578121;0.68666666666604;-1;free
100;72.902197983117;L;R;0.16945736070889;0.48574601268157;0.6773058696383;-1;free
101;73.562857427167;R;L;0.1886458105302;0.4560729922929;0.64666666666608;-1;free
102;74.292857427166;L;R;0.22199277134915;0.47269124705923;0.63399277738313;-1;Pert: fwow (L)
103;74.642857427166;R;L;0.050396936071137;0.57798884099311;0.66333333333273;-1;action
104;75.089498947982;L;R;-0.18712330501079;-0.012373669338258;0.14999999999986;0.046941364072548;target hit
105;76.412992882532;R;R;0.26733357228577;0.36200961196227;1.0901354553665;-1;free
106;77.059659549198;R;L;0.22317733188388;1.0475529070216;0.93333333333248;-1;free
107;77.759659549197;L;R;0.21327409465723;0.46634046319312;0.67333333333272;-1;free
108;78.50299288253;R;L;0.20160063159712;0.50024267746592;0.71666666666601;-1;free
109;79.219659549196;L;R;0.19501470179609;0.4558484522818;0.72999999999934;-1;free
110;79.896326215862;R;L;0.17651728077555;0.53790493777578;0.71333333333268;-1;free
111;80.569659549195;L;R;0.19331199426064;0.45004147167192;0.6599999999994;-1;free
112;81.299659549194;R;L;0.19672847191471;0.48632271909699;0.68999999999937;-1;free
113;82.012992882527;L;R;0.15655979963239;0.48745737260168;0.70333333333269;-1;free
114;82.796326215859;R;L;0.18592567746125;0.50348519363388;0.72999999999934;-1;Pert: iw (R)
115;83.376326215859;L;R;0.44706142374254;0.64604604104343;0.82333333333258;-1;action
116;84.092992882525;R;L;0.4929097919932;0.33615816580443;0.52666666666619;0.019820709332358;target hit
117;84.808308680046;L;R;0.23759876924358;0.47660132354086;0.71333333333268;-1;free
118;85.471642013378;R;L;0.19160872976721;0.46027718336539;0.72864913085425;-1;free
119;86.187106272961;L;R;0.22378948676786;0.49877278318391;0.6599999999994;-1;free
120;86.913772939627;R;L;0.20248993875129;0.52066587504062;0.73213092624974;-1;free
121;87.57710627296;L;R;0.15475434317287;0.48578604806249;0.71333333333268;-1;free
122;88.250439606293;R;L;0.17666824188534;0.49453560504899;0.68999999999937;-1;free
123;88.953772939626;L;R;0.2000203490563;0.48136317901597;0.6599999999994;-1;free
124;89.843767641373;R;L;0.20054098810408;0.49531771138441;0.71666136841407;-1;Pert: iw (R)
125;90.560048310072;L;R;0.44021051810432;0.66255228510277;0.95981693050317;-1;action
126;91.261937733369;R;L;0.4568719317317;0.37034343006112;0.56646373819558;0.024509480950879;target hit
127;92.005271066702;L;R;0.23542972949454;0.53304655330635;0.75522275663025;-1;free
128;92.705271066701;R;L;0.16627538932733;0.48719757734919;0.75666666666598;-1;free
129;93.435271066701;L;R;0.16669196931177;0.56309754473313;0.72666666666601;-1;free
130;94.2052710667;R;L;0.18779444487593;0.47233670094643;0.70333333333269;-1;free
131;94.935271066699;L;R;0.15058045711589;0.57798675273076;0.78333333333262;-1;free
132;95.676091274102;R;L;0.16706462857637;0.50852403830562;0.75415354073618;-1;free
133;96.419424607435;L;R;0.18932490621197;0.4522284620905;0.67666666666605;-1;free
134;97.176091274101;R;L;0.18468971170449;0.54430097999392;0.7699999999993;-1;free
135;97.944192573171;L;R;0.16403674989652;0.54380001274567;0.75666666666598;-1;free
136;98.660859239837;R;L;0.15422580366066;0.54705265649807;0.76810129906994;-1;free
137;99.400931124678;L;R;0.136611062051;0.51522480792828;0.72999999999934;-1;Pert: ow (L)
138;100.06316492696;R;L;0.21800199340801;0.61765867899862;0.72897235378662;-1;action
139;101.46883322245;L;L;-0.24030944543542;0.21968287526171;1.0390016288243;0.075830024277007;target hit
140;102.08883322245;L;R;-0.19560823234444;1.1378792046999;1.0399999999991;-1;free
141;102.77883322245;R;L;-0.23288204011768;0.45882631152332;0.59333333333279;-1;free
142;103.48121918363;L;R;-0.23725935732497;0.50135589133043;0.7290526278482;-1;free
143;104.22121918363;R;R;0.23452888368116;0.47589921372576;0.66333333333273;-1;free
144;104.93883372117;R;L;0.22934842710997;0.53055679326823;0.78094787088037;-1;free
145;105.73550038784;L;R;0.22122891301837;0.50073247562886;0.67666666666605;-1;free
146;106.32883372117;R;L;0.21865012360481;0.54200626970738;0.80666666666593;-1;free
147;107.1221670545;L;R;0.22845126894179;0.47624710334005;0.5833333333328;-1;Pert: ow (L)
148;107.86550038784;R;L;0.28652439928989;0.58480228833972;0.7699999999993;-1;action
149;108.56928133174;L;R;0.26845861137601;0.44324079510191;0.76666666666597;0.041543975849734;target hit
150;109.32393400639;R;L;0.23402239435123;0.4482852191818;0.69044761056898;-1;free
151;110.05393400639;L;R;0.22112972195731;0.53314429792841;0.78131934131341;-1;free
152;110.78393400639;R;L;0.20418897967522;0.50799860235673;0.75666666666598;-1;free
153;111.56726733972;L;R;0.19015415820315;0.52082688442698;0.71666666666601;-1;free
154;112.27060067305;R;L;0.19729646307851;0.48656290607281;0.72999999999934;-1;free
155;113.02393400638;L;R;0.18225019422109;0.50083702344721;0.73999999999933;-1;free
156;113.75393400638;R;L;0.18586340050871;0.52744294258576;0.75666666666598;-1;free
157;114.52060067305;L;R;0.17646743006359;0.56001604293013;0.74333333333266;-1;Pert: ow (L)
158;114.71060067305;R;R;0.093785018498213;0.45266666666515;0.64666666666608;0.029233700742408;target hit
159;115.50726733971;R;L;0.38454011122495;0.17117033239994;0.026666666666642;-1;free
160;116.19667757132;L;R;0.36733855367634;0.60650636651934;1.0260768982768;-1;free
161;116.81618514177;R;L;0.21925174673694;0.47858905137086;0.72950757044589;-1;free
162;117.56182373935;L;R;0.23532912745433;0.47678990061896;0.6223052642448;-1;free
163;118.22182373935;R;L;0.22965690871522;0.45326278559197;0.72666666666601;-1;free
164;118.95182373935;L;R;0.19202535476326;0.49619769474507;0.67666666666605;-1;free
165;119.67849040601;R;L;0.18534681384222;0.5217160747511;0.72999999999934;-1;free
166;120.33951585442;L;R;0.18356834886821;0.48777292578848;0.71333333333268;-1;free
167;121.05595510952;R;L;0.20132113778158;0.46366880845491;0.65079803684171;-1;free
168;121.7725054336;L;R;0.19466498354491;0.50369283030651;0.75333333333265;-1;free
169;122.4325054336;R;L;0.19488962572644;0.50893256054205;0.70321699074907;-1;free
170;123.28382367317;L;R;0.22677236323657;0.46565080915254;0.66131823956505;-1;Pert: iw (L)
171;123.83744688116;R;L;0.49804177696079;0.65020904413663;0.83666666666591;-1;action
172;124.58078021449;L;R;0.51520450251444;0.4206984877487;0.56695654132102;0.016578429655626;target hit
173;125.25411354782;R;L;0.2683797866599;0.38938256959751;0.69999999999936;-1;free
174;125.98411354782;L;R;0.22195236972408;0.49644588959847;0.70333333333269;-1;free
175;126.66078021449;R;L;0.20367134539345;0.51414799067002;0.75666666666598;-1;free
176;127.42918898111;L;R;0.2050005274315;0.49421842229332;0.67507543328941;-1;free
177;128.08918898111;R;L;0.18596428385266;0.50491412693482;0.75666666666598;-1;free
178;128.80585564777;L;R;0.19634060536148;0.48866407842482;0.6599999999994;-1;free
179;129.53585564777;R;L;0.21374639722519;0.49826627966395;0.71666666666601;-1;Pert: fwow (R)
180;129.83252231444;L;R;0.05419298193755;0.70089744281598;0.72999999999934;-1;action
181;130.24918898111;R;L;-0.15906888670143;-0.058919135411619;0.016666666666652;0.040064894356724;target hit
182;131.57252231444;L;L;0.18072793049302;0.2359689195925;1.1033333333323;-1;free
183;132.31407340415;L;R;0.15773589318096;1.1412739006657;0.91666666666583;-1;free
184;132.97740673749;R;L;0.1972125491551;0.45820100537671;0.73155108971616;-1;free
185;133.65402978742;L;R;0.22032214687251;0.47762379850692;0.6580428779389;-1;free
186;134.38164074381;R;L;0.25353861018814;0.40544701472121;0.66281555217938;-1;free
187;135.05653430985;L;R;0.19175451962882;0.53076903187364;0.75670890953506;-1;free
188;135.79986764318;R;L;0.19287369375119;0.49195766169264;0.68822689937622;-1;free
189;136.51320097652;L;R;0.23190423989504;0.52845276895989;0.72666666666601;-1;free
190;137.21653430985;R;L;0.22543337061711;0.4830219716055;0.72999999999934;-1;Pert: ow (R)
191;137.91653430985;L;R;0.24860104793325;0.62043155107337;0.68999999999937;-1;action
192;139.27920299285;R;L;0.2325102930491;0.63723511558909;1.1066666666657;0.039101118282935;target hit
193;139.98335582247;L;R;0.19305211326061;0.6911219885148;0.92933534966949;-1;free
194;140.67002248914;R;L;0.22003616084513;0.50869742666559;0.75748616295493;-1;free
195;141.3866891558;L;R;0.22711377051125;0.47347200008877;0.64666666666608;-1;free
196;142.0766891558;R;L;0.18686468488805;0.42682575457726;0.70333333333269;-1;free
197;142.76335582247;L;R;0.18071132319059;0.5131094661378;0.71666666666601;-1;free
198;143.48002248914;R;L;0.19437842865623;0.49227924095629;0.68666666666604;-1;free
199;144.22335582247;L;R;0.22594123258979;0.49716131928597;0.70333333333269;-1;free
200;144.92335582247;R;L;0.19968767492364;0.52694028215228;0.7699999999993;-1;free
201;145.64002248913;L;R;0.19894932252508;0.48754915736359;0.67333333333272;-1;free
202;146.37002248913;R;L;0.22009069443454;0.50768904170819;0.72999999999934;-1;free
203;147.19335582247;L;R;0.22715136669378;0.51593613535395;0.71666666666601;-1;Pert: iw (L)
204;147.85335582247;R;L;0.49734484787242;0.60122247867376;0.88999999999919;-1;action
205;148.5566891558;L;R;0.47904573759771;0.48308632141607;0.60666666666611;0.010906587193073;target hit
206;149.30002248913;R;L;0.18372918437159;0.40482134758473;0.67666666666605;-1;free
207;150.04002248913;L;R;0.18249129899556;0.54031854518078;0.75333333333265;-1;free
208;150.7166891558;R;L;0.17228883946547;0.52260116236823;0.77333333333263;-1;free
209;151.44340889415;L;R;0.18329908321211;0.5005027595187;0.64666666666608;-1;free
210;152.16007556081;R;L;0.19719241950949;0.50911236364198;0.74338640501776;-1;free
211;152.85007556081;L;R;0.16278066199018;0.50755145924719;0.71333333333268;-1;Pert: ow (L)
212;153.59007556081;R;L;0.096639927960932;0.47793549073389;0.63333333333276;-1;action
213;154.18674222748;L;R;0.050809774298778;0.53839886404489;0.78666666666595;0.09001709717264;target hit
214;154.86007556081;R;L;0.2005040613191;0.43604874553545;0.57999999999947;-1;free
215;155.53576422633;L;R;0.27737892765673;0.42765847018402;0.67333333333272;-1;free
216;156.23909755966;R;L;0.21999320401788;0.48730701519143;0.70235533218738;-1;free
217;156.912430893;L;R;0.20612309180576;0.47590552841664;0.67666666666605;-1;free
218;157.63909755966;R;L;0.2075985829022;0.4747659389797;0.71333333333268;-1;free
219;158.28909755966;L;R;0.20832323436131;0.46950630553399;0.70333333333269;-1;free
220;159.15243089299;R;L;0.21736577974671;0.53545406840485;0.67333333333272;-1;Pert: iw (R)
221;159.81576422633;L;R;0.48598407522556;0.63761446399473;0.91999999999916;-1;action
222;160.49059404265;R;L;0.47006782062462;0.42299352432754;0.56666666666615;0.015613795468864;target hit
223;161.13726070932;L;R;0.2365116344874;0.42570962721617;0.64816314965515;-1;free
224;161.90566323617;R;L;0.22249789697043;0.48736652358202;0.70173586018802;-1;free
225;162.6078482818;L;R;0.22738482397475;0.5039285122218;0.75333333333265;-1;free
226;163.31091076793;R;L;0.2104699350719;0.49200680721491;0.73218504562851;-1;free
227;163.98727109723;L;R;0.20868832830299;0.48214885487523;0.68639581946081;-1;free
228;164.75727109723;R;L;0.2216310349296;0.50569908253043;0.67636032930727;-1;free
229;165.57727109723;L;R;0.2084285038559;0.50719356498545;0.73999999999933;-1;Pert: fwiw (L)
230;166.35016661058;R;L;0.40130318555248;0.78911426915907;0.91999999999916;-1;action
231;167.11758926749;L;R;0.46961972937867;0.42138726030832;0.70289551335236;0.03984311067357;target hit
232;167.78092260082;R;L;0.26068618913847;0.43458518354314;0.7274226569042;-1;free
233;168.50974394391;L;R;0.23154716269145;0.48291744146185;0.68999999999937;-1;free
234;169.23951905727;R;L;0.22901160041691;0.50755313317564;0.74192978978022;-1;free
235;169.9653891425;L;R;0.21439871291948;0.51924718867552;0.74253675190232;-1;free
236;170.66872247584;R;L;0.23432991353968;0.5216989575369;0.72999999999934;-1;free
237;171.37205580917;L;R;0.23891708657386;0.47204946168106;0.67333333333272;-1;free
238;172.10149821999;R;L;0.23932747753969;0.50273670059191;0.72944241082484;-1;free
239;172.77483155333;L;R;0.21411545534094;0.47263508345125;0.68666666666604;-1;free
240;173.58483155332;R;L;0.21084922174198;0.53208477140895;0.71666666666601;-1;free
241;174.30149821999;L;R;0.19369659847321;0.53898910776588;0.79666666666594;-1;Pert: fwow (L)
242;175.58193724887;R;L;0.35540950167942;1.0923819554616;1.3233333333321;0.034136551105226;target hit
243;176.2852705822;L;R;0.4135254645465;0.36839937200351;0.66043902887498;-1;free
244;176.98593316936;R;L;0.27498456062118;0.42980628858837;0.71732925382901;-1;free
245;177.68973642699;L;R;0.26973347275526;0.50682516730927;0.70046992429695;-1;free
246;178.41640309366;R;L;0.23759246746569;0.46496253175574;0.68999999999937;-1;free
247;179.17306976032;L;R;0.20737654074313;0.52327212870739;0.75333333333265;-1;free
248;179.87640309366;R;L;0.21837511747053;0.50917803319121;0.74333333333266;-1;free
249;180.58973642699;L;R;0.19733092687145;0.48741565904456;0.68999999999937;-1;Pert: fwow (L)
250;181.11973642699;R;L;0.017347542173891;0.65095269937351;0.69999999999936;-1;action
251;181.54973642699;L;R;-0.15349711643414;0.012695631535184;0.28333333333308;0.039402875886261;target hit
252;182.96796067629;R;R;0.20979828398307;0.37219648295072;1.08248831573;-1;free
253;183.6837915954;R;L;0.2030185182687;1.160640764919;1.0649001860176;-1;free
254;184.48045826207;L;R;0.18564189349939;0.44715800469559;0.67333333333272;-1;free
255;185.20712492873;R;L;0.17682884119875;0.55571984510226;0.83999999999924;-1;free
256;186.06045826207;L;R;0.20571628839263;0.50560466486443;0.72666666666601;-1;free
257;186.77719913749;R;L;0.20041927051392;0.62336767319524;0.83737904206657;-1;free
258;187.55719913749;L;R;0.17430583454642;0.50595848052287;0.70269516668861;-1;free
259;188.31386580415;R;L;0.19420478651666;0.53332581815539;0.7699999999993;-1;free
260;189.07053247082;L;R;0.17709637995533;0.55196861387702;0.79666666666594;-1;free
261;189.81053247082;R;L;0.19523076426044;0.55538580500108;0.75666666666598;-1;free
262;190.64946269552;L;R;0.16897977629125;0.52338201338778;0.71559689136416;-1;Pert: fw (L)
263;191.51104103028;R;L;0.19914163555132;0.79834299116098;0.87491166809787;-1;action
264;192.22912620134;L;R;0.21271623941402;0.37703077640038;0.82475183772533;0.060584613138007;target hit
265;192.92912620134;R;L;0.20771161640517;0.53155975379773;0.72999999999934;-1;free
266;193.71392258688;L;R;0.21668752161166;0.49861939908748;0.67327503356762;-1;free
267;194.48392258688;R;L;0.21828397519593;0.5359721225588;0.79818801864303;-1;free
268;195.22392258688;L;R;0.21082953970692;0.53160143111363;0.78333333333262;-1;free
269;196.02058925355;R;L;0.23517734523982;0.48312944907971;0.72999999999934;-1;free
270;196.72392258688;L;R;0.23030718608218;0.53103925892323;0.80666666666593;-1;free
271;197.48058925355;R;L;0.20781807110385;0.51759994497138;0.68999999999937;-1;free
272;198.21058925355;L;R;0.22044784638046;0.5240269788724;0.7699999999993;-1;free
273;199.07392258688;R;L;0.22020107599751;0.51870795961848;0.71666666666601;-1;Pert: fwiw (R)
274;199.78725592021;L;R;0.41215109569492;0.81698696997749;0.90333333333251;-1;action
275;200.57058925354;R;L;0.41904320002695;0.37236344667928;0.60666666666611;0.026689018712122;target hit
276;201.31392258688;L;R;0.23409719171859;0.48476979827682;0.84999999999923;-1;free
277;201.99058925354;R;L;0.23646815441493;0.4740816622717;0.72999999999934;-1;free
278;202.74392258688;L;R;0.23744292156115;0.48632731431168;0.67333333333272;-1;free
279;203.43392258687;R;L;0.22144373736299;0.57035407867251;0.7699999999993;-1;free
280;204.19058925354;L;R;0.22992547043928;0.46119930639105;0.68999999999937;-1;free
281;204.91725592021;R;L;0.22577724649244;0.51587219829379;0.7699999999993;-1;free
282;205.66058925354;L;R;0.21647766557818;0.49931577707756;0.72666666666601;-1;free
283;206.35058925354;R;L;0.20454462519951;0.5229033340437;0.72999999999934;-1;free
284;207.1172559202;L;R;0.20244395948693;0.4750729564333;0.67666666666605;-1;free
285;207.82058925354;R;L;0.2249333001832;0.54452497224616;0.81999999999925;-1;free
286;208.63239033404;L;R;0.19896627689046;0.5010512715642;0.66333333333273;-1;free
287;209.34572366737;R;L;0.18953132232289;0.55454523676435;0.82513441383742;-1;Pert: ow (R)
288;209.61572366737;L;R;0.040569203235984;0.65012892363708;0.67333333333272;-1;action
289;209.99380638083;R;L;-0.22930708749045;-0.11451328538263;0.016666666666652;0.094015728199105;target hit
290;211.43795264452;L;L;0.24283345887672;0.36100593523892;1.0626586800315;-1;free
291;212.15461931119;L;R;0.12032005043293;1.1402135636089;1.0262369637851;-1;free
292;212.81461931119;R;L;0.19562180612578;0.46847166760588;0.74333333333266;-1;free
293;213.63795264452;L;R;0.23715992461962;0.48767693226984;0.63333333333276;-1;free
294;214.27540485902;R;L;0.17115244858014;0.50899630864268;0.82333333333258;-1;free
295;215.08332640806;L;R;0.17623105804286;0.45927537517096;0.62204043020017;-1;Pert: fw (L)
296;216.08332640805;R;L;0.22369357380316;0.77670361737997;0.88999999999919;-1;action
297;216.78332640805;L;R;0.18251858168572;0.54961825987267;0.98666666666577;0.10898671449179;target hit
298;217.52665974139;R;L;0.19407022836953;0.50562613579274;0.67666666666605;-1;free
299;218.28202452974;L;R;0.2340464333215;0.47533779366644;0.71333333333268;-1;free
300;219.02535786308;R;L;0.21910880102963;0.52879503194911;0.78536478835849;-1;free
301;219.74202452974;L;R;0.20185465362292;0.518649173258;0.73999999999933;-1;free
302;220.44202452974;R;L;0.22141833192757;0.50272900867291;0.72999999999934;-1;free
303;221.23869119641;L;R;0.24482049575248;0.50848102877768;0.71333333333268;-1;free
304;221.98202452974;R;L;0.23103765756293;0.52231581293565;0.75666666666598;-1;free
305;222.77869119641;L;R;0.21089454985781;0.5239775533023;0.74333333333266;-1;free
306;223.50865914045;R;L;0.18985919281125;0.55069483696433;0.79666666666594;-1;free
307;224.31865914045;L;R;0.16938944857264;0.54445222125872;0.74330127737846;-1;free
308;225.22426841558;R;L;0.17679854535347;0.56575350226892;0.79560927513194;-1;Pert: iw (R)
309;225.84426841558;L;R;0.46577660134508;0.74681427322792;0.98666666666577;-1;action
310;226.56093508225;R;L;0.51070773183649;0.25067597246069;0.42999999999961;0.022420037244585;target hit
311;227.32694368727;L;R;0.28093058552472;0.55700549926561;0.83999999999924;-1;free
312;228.09694368727;R;L;0.21482899570772;0.51503832656005;0.75600860502016;-1;free
313;228.84011063947;L;R;0.20543117433248;0.54284332952317;0.77999999999929;-1;free
314;229.5434439728;R;L;0.18226822157843;0.48479605692181;0.71650028553563;-1;free
315;230.33677730614;L;R;0.18501174732594;0.49949080091944;0.71666666666601;-1;free
316;231.0834439728;R;L;0.17709583781231;0.53930173218862;0.78333333333262;-1;free
317;231.82361986387;L;R;0.15568150779687;0.50920074672984;0.74017589106461;-1;free
318;232.5669531972;R;L;0.16947741838989;0.57845783020478;0.75666666666598;-1;free
319;233.32361986387;L;R;0.16584894039797;0.55056005821048;0.7699999999993;-1;free
320;234.06485256241;R;L;0.19663134239791;0.504355573557;0.7699999999993;-1;free
321;234.94151922907;L;R;0.21844512852897;0.50196867383806;0.68789936520659;-1;Pert: fwiw (L)
